airline,flight_number,departure_city,destination_city,departure_time,arrival_time,duration
Ryanair,FR 486,"Paris, France","Madrid, Spain",08:45,10:45,2h 0m
British Airways,BA 547,"Paris, France","Madrid, Spain",22:15,00:15,2h 0m
British Airways,BA 246,"Paris, France","Madrid, Spain",07:45,09:45,2h 0m
Ryanair,FR 115,"Paris, France","Lisbon, Portugal",13:00,15:00,2h 0m
Ryanair,FR 128,"Paris, France","Lisbon, Portugal",07:30,09:30,2h 0m
Ryanair,FR 809,"Paris, France","Lisbon, Portugal",13:00,15:00,2h 0m
British Airways,BA 246,"Paris, France","Lisbon, Portugal",11:00,13:00,2h 0m
KLM,KL 739,"Paris, France","Zurich, Switzerland",12:30,14:30,2h 0m
Lufthansa,LH 487,"Paris, France","Zurich, Switzerland",11:30,13:30,2h 0m
EasyJet,U2 358,"Paris, France","Zurich, Switzerland",06:00,08:00,2h 0m
British Airways,BA 776,"Paris, France","Zurich, Switzerland",13:45,15:45,2h 0m
Ryanair,FR 679,"Paris, France","Berlin, Germany",19:45,20:45,1h 0m
EasyJet,U2 639,"Paris, France","Berlin, Germany",19:45,20:45,1h 0m
Lufthansa,LH 352,"Paris, France","Berlin, Germany",15:00,16:00,1h 0m
British Airways,BA 458,"Paris, France","Berlin, Germany",17:45,18:45,1h 0m
EasyJet,U2 906,"Paris, France","Munich, Germany",08:45,10:15,1h 30m
British Airways,BA 324,"Paris, France","Munich, Germany",19:45,21:15,1h 30m
Ryanair,FR 103,"Paris, France","Munich, Germany",07:00,08:30,1h 30m
Lufthansa,LH 878,"Paris, France","Munich, Germany",18:00,19:30,1h 30m
British Airways,BA 563,"Paris, France","Istanbul, Turkey",14:00,16:00,2h 0m
British Airways,BA 639,"Paris, France","Istanbul, Turkey",08:30,10:30,2h 0m
British Airways,BA 504,"Paris, France","Istanbul, Turkey",19:45,21:45,2h 0m
Lufthansa,LH 627,"Paris, France","Istanbul, Turkey",06:45,08:45,2h 0m
Ryanair,FR 892,"Paris, France","Athens, Greece",06:30,08:30,2h 0m
EasyJet,U2 169,"Paris, France","Athens, Greece",10:15,12:15,2h 0m
Lufthansa,LH 911,"Paris, France","Athens, Greece",12:30,14:30,2h 0m
EasyJet,U2 932,"Paris, France","Athens, Greece",12:45,14:45,2h 0m
KLM,KL 929,"Paris, France","Oslo, Norway",20:00,22:00,2h 0m
KLM,KL 885,"Paris, France","Oslo, Norway",16:30,18:30,2h 0m
Lufthansa,LH 127,"Paris, France","Oslo, Norway",06:45,08:45,2h 0m
British Airways,BA 126,"Paris, France","Oslo, Norway",19:45,21:45,2h 0m
KLM,KL 369,"Paris, France","Copenhagen, Denmark",17:30,19:30,2h 0m
Ryanair,FR 842,"Paris, France","Copenhagen, Denmark",15:30,17:30,2h 0m
Lufthansa,LH 626,"Paris, France","Copenhagen, Denmark",08:30,10:30,2h 0m
EasyJet,U2 116,"Paris, France","Copenhagen, Denmark",22:45,00:45,2h 0m
Ryanair,FR 140,"Paris, France","Budapest, Hungary",06:15,08:15,2h 0m
Ryanair,FR 753,"Paris, France","Budapest, Hungary",14:00,16:00,2h 0m
British Airways,BA 401,"Paris, France","Budapest, Hungary",19:00,21:00,2h 0m
EasyJet,U2 834,"Paris, France","Budapest, Hungary",10:00,12:00,2h 0m
Lufthansa,LH 876,"Paris, France","Krakow, Poland",21:00,23:00,2h 0m
KLM,KL 386,"Paris, France","Krakow, Poland",06:45,08:45,2h 0m
Ryanair,FR 148,"Paris, France","Krakow, Poland",17:00,19:00,2h 0m
KLM,KL 411,"Paris, France","Krakow, Poland",15:15,17:15,2h 0m
Lufthansa,LH 701,"Paris, France","Vienna, Austria",18:30,20:30,2h 0m
Ryanair,FR 530,"Paris, France","Vienna, Austria",10:30,12:30,2h 0m
EasyJet,U2 916,"Paris, France","Vienna, Austria",08:45,10:45,2h 0m
KLM,KL 635,"Paris, France","Vienna, Austria",10:15,12:15,2h 0m
EasyJet,U2 996,"Paris, France","Prague, Czech Republic",19:15,21:15,2h 0m
British Airways,BA 675,"Paris, France","Prague, Czech Republic",18:45,20:45,2h 0m
British Airways,BA 863,"Paris, France","Prague, Czech Republic",06:00,08:00,2h 0m
British Airways,BA 745,"Paris, France","Prague, Czech Republic",09:30,11:30,2h 0m
Lufthansa,LH 769,"Istanbul, Turkey","London, UK",09:45,10:45,1h 0m
British Airways,BA 171,"Istanbul, Turkey","London, UK",19:00,20:00,1h 0m
KLM,KL 285,"Istanbul, Turkey","London, UK",19:30,20:30,1h 0m
British Airways,BA 295,"Istanbul, Turkey","London, UK",16:00,17:00,1h 0m
British Airways,BA 655,"Istanbul, Turkey","Edinburgh, UK",16:45,20:45,4h 0m
KLM,KL 110,"Istanbul, Turkey","Edinburgh, UK",09:00,13:00,4h 0m
EasyJet,U2 668,"Istanbul, Turkey","Edinburgh, UK",06:15,10:15,4h 0m
KLM,KL 527,"Istanbul, Turkey","Edinburgh, UK",21:30,01:30,4h 0m
EasyJet,U2 465,"Istanbul, Turkey","Dublin, Ireland",20:45,23:45,3h 0m
Lufthansa,LH 668,"Istanbul, Turkey","Dublin, Ireland",21:00,00:00,3h 0m
British Airways,BA 933,"Istanbul, Turkey","Dublin, Ireland",18:30,21:30,3h 0m
EasyJet,U2 172,"Istanbul, Turkey","Dublin, Ireland",20:15,23:15,3h 0m
EasyJet,U2 491,"Istanbul, Turkey","Brussels, Belgium",07:00,10:30,3h 30m
KLM,KL 169,"Istanbul, Turkey","Brussels, Belgium",16:00,19:30,3h 30m
Lufthansa,LH 620,"Istanbul, Turkey","Brussels, Belgium",07:45,11:15,3h 30m
EasyJet,U2 319,"Istanbul, Turkey","Brussels, Belgium",16:00,19:30,3h 30m
Lufthansa,LH 598,"Istanbul, Turkey","Bruges, Belgium",21:30,00:30,3h 0m
Lufthansa,LH 150,"Istanbul, Turkey","Bruges, Belgium",07:45,10:45,3h 0m
Lufthansa,LH 859,"Istanbul, Turkey","Bruges, Belgium",17:00,20:00,3h 0m
Lufthansa,LH 182,"Istanbul, Turkey","Bruges, Belgium",06:15,09:15,3h 0m
British Airways,BA 120,"Istanbul, Turkey","Amsterdam, Netherlands",21:15,01:15,4h 0m
EasyJet,U2 496,"Istanbul, Turkey","Amsterdam, Netherlands",22:30,02:30,4h 0m
Ryanair,FR 739,"Istanbul, Turkey","Amsterdam, Netherlands",20:45,00:45,4h 0m
Lufthansa,LH 612,"Istanbul, Turkey","Amsterdam, Netherlands",19:30,23:30,4h 0m
EasyJet,U2 265,"Istanbul, Turkey","Rome, Italy",11:00,15:00,4h 0m
British Airways,BA 745,"Istanbul, Turkey","Rome, Italy",22:30,02:30,4h 0m
EasyJet,U2 106,"Istanbul, Turkey","Rome, Italy",10:15,14:15,4h 0m
British Airways,BA 997,"Istanbul, Turkey","Rome, Italy",06:45,10:45,4h 0m
KLM,KL 653,"Istanbul, Turkey","Florence, Italy",20:00,00:00,4h 0m
Lufthansa,LH 504,"Istanbul, Turkey","Florence, Italy",21:15,01:15,4h 0m
Ryanair,FR 361,"Istanbul, Turkey","Florence, Italy",14:30,18:30,4h 0m
Ryanair,FR 774,"Istanbul, Turkey","Florence, Italy",14:30,18:30,4h 0m
British Airways,BA 731,"Istanbul, Turkey","Venice, Italy",17:45,21:45,4h 0m
KLM,KL 956,"Istanbul, Turkey","Venice, Italy",07:45,11:45,4h 0m
Ryanair,FR 779,"Istanbul, Turkey","Venice, Italy",21:00,01:00,4h 0m
EasyJet,U2 403,"Istanbul, Turkey","Venice, Italy",11:15,15:15,4h 0m
Lufthansa,LH 578,"Istanbul, Turkey","Milan, Italy",13:00,17:00,4h 0m
Ryanair,FR 459,"Istanbul, Turkey","Milan, Italy",14:15,18:15,4h 0m
EasyJet,U2 608,"Istanbul, Turkey","Milan, Italy",12:00,16:00,4h 0m
EasyJet,U2 784,"Istanbul, Turkey","Milan, Italy",14:30,18:30,4h 0m
Lufthansa,LH 364,"Istanbul, Turkey","Barcelona, Spain",16:15,20:15,4h 0m
EasyJet,U2 208,"Istanbul, Turkey","Barcelona, Spain",10:00,14:00,4h 0m
KLM,KL 498,"Istanbul, Turkey","Barcelona, Spain",09:45,13:45,4h 0m
British Airways,BA 269,"Istanbul, Turkey","Barcelona, Spain",12:45,16:45,4h 0m
Ryanair,FR 853,"Istanbul, Turkey","Madrid, Spain",17:30,20:30,3h 0m
EasyJet,U2 698,"Istanbul, Turkey","Madrid, Spain",09:00,12:00,3h 0m
Ryanair,FR 815,"Istanbul, Turkey","Madrid, Spain",10:45,13:45,3h 0m
Ryanair,FR 358,"Istanbul, Turkey","Madrid, Spain",13:45,16:45,3h 0m
EasyJet,U2 189,"Istanbul, Turkey","Lisbon, Portugal",21:00,00:00,3h 0m
Ryanair,FR 764,"Istanbul, Turkey","Lisbon, Portugal",22:45,01:45,3h 0m
EasyJet,U2 284,"Istanbul, Turkey","Lisbon, Portugal",18:15,21:15,3h 0m
EasyJet,U2 988,"Istanbul, Turkey","Lisbon, Portugal",18:45,21:45,3h 0m
KLM,KL 751,"Istanbul, Turkey","Zurich, Switzerland",21:15,00:45,3h 30m
British Airways,BA 535,"Istanbul, Turkey","Zurich, Switzerland",17:15,20:45,3h 30m
Ryanair,FR 674,"Istanbul, Turkey","Zurich, Switzerland",11:45,15:15,3h 30m
Ryanair,FR 226,"Istanbul, Turkey","Zurich, Switzerland",14:15,17:45,3h 30m
KLM,KL 124,"Istanbul, Turkey","Berlin, Germany",13:00,15:00,2h 0m
EasyJet,U2 256,"Istanbul, Turkey","Berlin, Germany",15:30,17:30,2h 0m
EasyJet,U2 162,"Istanbul, Turkey","Berlin, Germany",06:45,08:45,2h 0m
EasyJet,U2 577,"Istanbul, Turkey","Berlin, Germany",13:30,15:30,2h 0m
Ryanair,FR 285,"Istanbul, Turkey","Munich, Germany",07:15,09:15,2h 0m
EasyJet,U2 782,"Istanbul, Turkey","Munich, Germany",16:45,18:45,2h 0m
Lufthansa,LH 428,"Istanbul, Turkey","Munich, Germany",15:15,17:15,2h 0m
EasyJet,U2 108,"Istanbul, Turkey","Munich, Germany",19:30,21:30,2h 0m
Lufthansa,LH 352,"Istanbul, Turkey","Paris, France",13:30,15:30,2h 0m
KLM,KL 156,"Istanbul, Turkey","Paris, France",12:45,14:45,2h 0m
British Airways,BA 407,"Istanbul, Turkey","Paris, France",07:30,09:30,2h 0m
British Airways,BA 568,"Istanbul, Turkey","Paris, France",08:15,10:15,2h 0m
Ryanair,FR 521,"Istanbul, Turkey","Athens, Greece",10:15,11:30,1h 15m
Lufthansa,LH 556,"Istanbul, Turkey","Athens, Greece",18:00,19:15,1h 15m
KLM,KL 301,"Istanbul, Turkey","Athens, Greece",17:30,18:45,1h 15m
Ryanair,FR 988,"Istanbul, Turkey","Athens, Greece",14:00,15:15,1h 15m
Lufthansa,LH 624,"Istanbul, Turkey","Oslo, Norway",18:15,19:45,1h 30m
KLM,KL 875,"Istanbul, Turkey","Oslo, Norway",17:15,18:45,1h 30m
Lufthansa,LH 497,"Istanbul, Turkey","Oslo, Norway",08:45,10:15,1h 30m
British Airways,BA 654,"Istanbul, Turkey","Oslo, Norway",08:45,10:15,1h 30m
KLM,KL 549,"Istanbul, Turkey","Copenhagen, Denmark",10:00,11:00,1h 0m
British Airways,BA 793,"Istanbul, Turkey","Copenhagen, Denmark",12:00,13:00,1h 0m
Ryanair,FR 969,"Istanbul, Turkey","Copenhagen, Denmark",20:30,21:30,1h 0m
EasyJet,U2 659,"Istanbul, Turkey","Copenhagen, Denmark",09:45,10:45,1h 0m
KLM,KL 559,"Istanbul, Turkey","Budapest, Hungary",10:15,11:45,1h 30m
KLM,KL 155,"Istanbul, Turkey","Budapest, Hungary",17:45,19:15,1h 30m
Lufthansa,LH 108,"Istanbul, Turkey","Budapest, Hungary",08:30,10:00,1h 30m
Lufthansa,LH 178,"Istanbul, Turkey","Budapest, Hungary",21:15,22:45,1h 30m
EasyJet,U2 463,"Istanbul, Turkey","Krakow, Poland",16:15,17:45,1h 30m
British Airways,BA 327,"Istanbul, Turkey","Krakow, Poland",22:30,00:00,1h 30m
Lufthansa,LH 448,"Istanbul, Turkey","Krakow, Poland",11:00,12:30,1h 30m
KLM,KL 223,"Istanbul, Turkey","Krakow, Poland",13:45,15:15,1h 30m
EasyJet,U2 776,"Istanbul, Turkey","Vienna, Austria",12:00,13:15,1h 15m
KLM,KL 717,"Istanbul, Turkey","Vienna, Austria",16:15,17:30,1h 15m
British Airways,BA 484,"Istanbul, Turkey","Vienna, Austria",12:45,14:00,1h 15m
British Airways,BA 514,"Istanbul, Turkey","Vienna, Austria",06:30,07:45,1h 15m
EasyJet,U2 223,"Istanbul, Turkey","Prague, Czech Republic",13:00,14:00,1h 0m
Ryanair,FR 738,"Istanbul, Turkey","Prague, Czech Republic",12:15,13:15,1h 0m
British Airways,BA 496,"Istanbul, Turkey","Prague, Czech Republic",07:45,08:45,1h 0m
Lufthansa,LH 612,"Istanbul, Turkey","Prague, Czech Republic",14:30,15:30,1h 0m
Lufthansa,LH 953,"Athens, Greece","London, UK",06:45,07:45,1h 0m
EasyJet,U2 869,"Athens, Greece","London, UK",15:15,16:15,1h 0m
British Airways,BA 688,"Athens, Greece","London, UK",19:45,20:45,1h 0m
British Airways,BA 952,"Athens, Greece","London, UK",07:30,08:30,1h 0m
Ryanair,FR 172,"Athens, Greece","Edinburgh, UK",22:15,01:15,3h 0m
British Airways,BA 127,"Athens, Greece","Edinburgh, UK",22:30,01:30,3h 0m
KLM,KL 220,"Athens, Greece","Edinburgh, UK",17:15,20:15,3h 0m
Lufthansa,LH 835,"Athens, Greece","Edinburgh, UK",12:30,15:30,3h 0m
British Airways,BA 266,"Athens, Greece","Dublin, Ireland",21:30,01:00,3h 30m
KLM,KL 125,"Athens, Greece","Dublin, Ireland",16:00,19:30,3h 30m
Lufthansa,LH 893,"Athens, Greece","Dublin, Ireland",13:30,17:00,3h 30m
KLM,KL 721,"Athens, Greece","Dublin, Ireland",16:00,19:30,3h 30m
Lufthansa,LH 434,"Athens, Greece","Brussels, Belgium",22:30,02:30,4h 0m
Lufthansa,LH 965,"Athens, Greece","Brussels, Belgium",10:30,14:30,4h 0m
EasyJet,U2 294,"Athens, Greece","Brussels, Belgium",22:15,02:15,4h 0m
KLM,KL 403,"Athens, Greece","Brussels, Belgium",13:00,17:00,4h 0m
EasyJet,U2 823,"Athens, Greece","Bruges, Belgium",15:00,18:30,3h 30m
Lufthansa,LH 281,"Athens, Greece","Bruges, Belgium",13:00,16:30,3h 30m
Ryanair,FR 479,"Athens, Greece","Bruges, Belgium",12:15,15:45,3h 30m
KLM,KL 744,"Athens, Greece","Bruges, Belgium",14:45,18:15,3h 30m
KLM,KL 697,"Athens, Greece","Amsterdam, Netherlands",08:00,11:00,3h 0m
Lufthansa,LH 915,"Athens, Greece","Amsterdam, Netherlands",20:00,23:00,3h 0m
KLM,KL 282,"Athens, Greece","Amsterdam, Netherlands",09:45,12:45,3h 0m
Ryanair,FR 995,"Athens, Greece","Amsterdam, Netherlands",19:30,22:30,3h 0m
Lufthansa,LH 414,"Athens, Greece","Rome, Italy",19:00,23:00,4h 0m
British Airways,BA 501,"Athens, Greece","Rome, Italy",10:30,14:30,4h 0m
British Airways,BA 353,"Athens, Greece","Rome, Italy",22:45,02:45,4h 0m
KLM,KL 237,"Athens, Greece","Rome, Italy",16:15,20:15,4h 0m
EasyJet,U2 748,"Athens, Greece","Florence, Italy",14:15,18:15,4h 0m
British Airways,BA 666,"Athens, Greece","Florence, Italy",10:45,14:45,4h 0m
KLM,KL 760,"Athens, Greece","Florence, Italy",06:00,10:00,4h 0m
KLM,KL 701,"Athens, Greece","Florence, Italy",11:45,15:45,4h 0m
EasyJet,U2 919,"Athens, Greece","Venice, Italy",10:30,14:30,4h 0m
British Airways,BA 683,"Athens, Greece","Venice, Italy",21:45,01:45,4h 0m
EasyJet,U2 359,"Athens, Greece","Venice, Italy",19:45,23:45,4h 0m
EasyJet,U2 177,"Athens, Greece","Venice, Italy",22:00,02:00,4h 0m
KLM,KL 336,"Athens, Greece","Milan, Italy",21:30,00:30,3h 0m
KLM,KL 320,"Athens, Greece","Milan, Italy",20:15,23:15,3h 0m
EasyJet,U2 912,"Athens, Greece","Milan, Italy",17:45,20:45,3h 0m
KLM,KL 958,"Athens, Greece","Milan, Italy",19:15,22:15,3h 0m
Ryanair,FR 367,"Athens, Greece","Barcelona, Spain",13:30,17:00,3h 30m
British Airways,BA 524,"Athens, Greece","Barcelona, Spain",17:45,21:15,3h 30m
Lufthansa,LH 517,"Athens, Greece","Barcelona, Spain",19:30,23:00,3h 30m
Lufthansa,LH 880,"Athens, Greece","Barcelona, Spain",11:15,14:45,3h 30m
EasyJet,U2 673,"Athens, Greece","Madrid, Spain",17:30,21:30,4h 0m
EasyJet,U2 391,"Athens, Greece","Madrid, Spain",07:45,11:45,4h 0m
KLM,KL 804,"Athens, Greece","Madrid, Spain",22:00,02:00,4h 0m
Ryanair,FR 980,"Athens, Greece","Madrid, Spain",16:15,20:15,4h 0m
Ryanair,FR 486,"Athens, Greece","Lisbon, Portugal",22:15,02:15,4h 0m
British Airways,BA 829,"Athens, Greece","Lisbon, Portugal",14:45,18:45,4h 0m
Ryanair,FR 576,"Athens, Greece","Lisbon, Portugal",18:00,22:00,4h 0m
Lufthansa,LH 841,"Athens, Greece","Lisbon, Portugal",16:15,20:15,4h 0m
EasyJet,U2 420,"Athens, Greece","Zurich, Switzerland",13:30,16:30,3h 0m
KLM,KL 235,"Athens, Greece","Zurich, Switzerland",21:00,00:00,3h 0m
British Airways,BA 117,"Athens, Greece","Zurich, Switzerland",14:15,17:15,3h 0m
British Airways,BA 476,"Athens, Greece","Zurich, Switzerland",17:15,20:15,3h 0m
Lufthansa,LH 482,"Athens, Greece","Berlin, Germany",18:45,20:45,2h 0m
Lufthansa,LH 259,"Athens, Greece","Berlin, Germany",12:15,14:15,2h 0m
KLM,KL 835,"Athens, Greece","Berlin, Germany",13:00,15:00,2h 0m
Lufthansa,LH 568,"Athens, Greece","Berlin, Germany",09:30,11:30,2h 0m
Ryanair,FR 394,"Athens, Greece","Munich, Germany",09:15,11:15,2h 0m
Ryanair,FR 174,"Athens, Greece","Munich, Germany",21:00,23:00,2h 0m
Lufthansa,LH 863,"Athens, Greece","Munich, Germany",06:30,08:30,2h 0m
KLM,KL 648,"Athens, Greece","Munich, Germany",15:45,17:45,2h 0m
EasyJet,U2 917,"Athens, Greece","Paris, France",10:45,12:45,2h 0m
British Airways,BA 875,"Athens, Greece","Paris, France",13:00,15:00,2h 0m
KLM,KL 969,"Athens, Greece","Paris, France",08:45,10:45,2h 0m
EasyJet,U2 199,"Athens, Greece","Paris, France",06:00,08:00,2h 0m
Lufthansa,LH 113,"Athens, Greece","Istanbul, Turkey",17:15,18:30,1h 15m
Ryanair,FR 459,"Athens, Greece","Istanbul, Turkey",06:00,07:15,1h 15m
British Airways,BA 994,"Athens, Greece","Istanbul, Turkey",16:45,18:00,1h 15m
EasyJet,U2 782,"Athens, Greece","Istanbul, Turkey",12:45,14:00,1h 15m
Lufthansa,LH 865,"Athens, Greece","Oslo, Norway",22:15,23:45,1h 30m
EasyJet,U2 619,"Athens, Greece","Oslo, Norway",22:45,00:15,1h 30m
Ryanair,FR 942,"Athens, Greece","Oslo, Norway",12:00,13:30,1h 30m
KLM,KL 816,"Athens, Greece","Oslo, Norway",21:15,22:45,1h 30m
British Airways,BA 533,"Athens, Greece","Copenhagen, Denmark",06:00,07:00,1h 0m
Ryanair,FR 222,"Athens, Greece","Copenhagen, Denmark",10:15,11:15,1h 0m
British Airways,BA 294,"Athens, Greece","Copenhagen, Denmark",10:45,11:45,1h 0m
Ryanair,FR 848,"Athens, Greece","Copenhagen, Denmark",21:00,22:00,1h 0m
British Airways,BA 825,"Athens, Greece","Budapest, Hungary",21:00,22:30,1h 30m
British Airways,BA 811,"Athens, Greece","Budapest, Hungary",11:30,13:00,1h 30m
British Airways,BA 123,"Athens, Greece","Budapest, Hungary",21:15,22:45,1h 30m
British Airways,BA 300,"Athens, Greece","Budapest, Hungary",16:45,18:15,1h 30m
British Airways,BA 186,"Athens, Greece","Krakow, Poland",12:15,13:45,1h 30m
British Airways,BA 251,"Athens, Greece","Krakow, Poland",11:00,12:30,1h 30m
Ryanair,FR 355,"Athens, Greece","Krakow, Poland",19:00,20:30,1h 30m
Lufthansa,LH 820,"Athens, Greece","Krakow, Poland",18:00,19:30,1h 30m
Ryanair,FR 361,"Athens, Greece","Vienna, Austria",19:30,20:45,1h 15m
British Airways,BA 868,"Athens, Greece","Vienna, Austria",08:00,09:15,1h 15m
EasyJet,U2 875,"Athens, Greece","Vienna, Austria",07:30,08:45,1h 15m
EasyJet,U2 747,"Athens, Greece","Vienna, Austria",10:00,11:15,1h 15m
Ryanair,FR 854,"Athens, Greece","Prague, Czech Republic",14:00,15:30,1h 30m
EasyJet,U2 824,"Athens, Greece","Prague, Czech Republic",19:00,20:30,1h 30m
EasyJet,U2 956,"Athens, Greece","Prague, Czech Republic",10:00,11:30,1h 30m
Ryanair,FR 315,"Athens, Greece","Prague, Czech Republic",15:00,16:30,1h 30m
British Airways,BA 371,"Oslo, Norway","London, UK",06:00,07:00,1h 0m
Ryanair,FR 790,"Oslo, Norway","London, UK",12:00,13:00,1h 0m
British Airways,BA 153,"Oslo, Norway","London, UK",11:00,12:00,1h 0m
KLM,KL 573,"Oslo, Norway","London, UK",09:30,10:30,1h 0m
British Airways,BA 705,"Oslo, Norway","Edinburgh, UK",21:15,01:15,4h 0m
KLM,KL 336,"Oslo, Norway","Edinburgh, UK",10:45,14:45,4h 0m
Lufthansa,LH 635,"Oslo, Norway","Edinburgh, UK",15:45,19:45,4h 0m
KLM,KL 825,"Oslo, Norway","Edinburgh, UK",06:00,10:00,4h 0m
EasyJet,U2 935,"Oslo, Norway","Dublin, Ireland",08:45,12:45,4h 0m
EasyJet,U2 754,"Oslo, Norway","Dublin, Ireland",18:00,22:00,4h 0m
British Airways,BA 935,"Oslo, Norway","Dublin, Ireland",11:30,15:30,4h 0m
KLM,KL 681,"Oslo, Norway","Dublin, Ireland",09:15,13:15,4h 0m
Lufthansa,LH 640,"Oslo, Norway","Brussels, Belgium",15:30,18:30,3h 0m
British Airways,BA 811,"Oslo, Norway","Brussels, Belgium",16:15,19:15,3h 0m
EasyJet,U2 300,"Oslo, Norway","Brussels, Belgium",07:30,10:30,3h 0m
Lufthansa,LH 729,"Oslo, Norway","Brussels, Belgium",16:30,19:30,3h 0m
KLM,KL 207,"Oslo, Norway","Bruges, Belgium",06:45,10:45,4h 0m
Ryanair,FR 424,"Oslo, Norway","Bruges, Belgium",12:00,16:00,4h 0m
EasyJet,U2 122,"Oslo, Norway","Bruges, Belgium",12:30,16:30,4h 0m
Lufthansa,LH 868,"Oslo, Norway","Bruges, Belgium",20:45,00:45,4h 0m
EasyJet,U2 917,"Oslo, Norway","Amsterdam, Netherlands",16:00,19:00,3h 0m
Ryanair,FR 663,"Oslo, Norway","Amsterdam, Netherlands",17:30,20:30,3h 0m
KLM,KL 818,"Oslo, Norway","Amsterdam, Netherlands",22:30,01:30,3h 0m
Ryanair,FR 129,"Oslo, Norway","Amsterdam, Netherlands",08:00,11:00,3h 0m
Lufthansa,LH 807,"Oslo, Norway","Rome, Italy",10:45,14:45,4h 0m
EasyJet,U2 946,"Oslo, Norway","Rome, Italy",22:45,02:45,4h 0m
KLM,KL 463,"Oslo, Norway","Rome, Italy",22:30,02:30,4h 0m
British Airways,BA 242,"Oslo, Norway","Rome, Italy",13:45,17:45,4h 0m
EasyJet,U2 742,"Oslo, Norway","Florence, Italy",15:15,19:15,4h 0m
EasyJet,U2 326,"Oslo, Norway","Florence, Italy",08:15,12:15,4h 0m
Ryanair,FR 671,"Oslo, Norway","Florence, Italy",12:30,16:30,4h 0m
EasyJet,U2 379,"Oslo, Norway","Florence, Italy",07:30,11:30,4h 0m
KLM,KL 434,"Oslo, Norway","Venice, Italy",20:00,23:30,3h 30m
British Airways,BA 855,"Oslo, Norway","Venice, Italy",19:00,22:30,3h 30m
KLM,KL 627,"Oslo, Norway","Venice, Italy",12:15,15:45,3h 30m
EasyJet,U2 640,"Oslo, Norway","Venice, Italy",18:30,22:00,3h 30m
EasyJet,U2 457,"Oslo, Norway","Milan, Italy",11:00,14:00,3h 0m
Lufthansa,LH 633,"Oslo, Norway","Milan, Italy",08:15,11:15,3h 0m
Lufthansa,LH 205,"Oslo, Norway","Milan, Italy",16:30,19:30,3h 0m
Lufthansa,LH 700,"Oslo, Norway","Milan, Italy",22:15,01:15,3h 0m
British Airways,BA 691,"Oslo, Norway","Barcelona, Spain",06:15,09:45,3h 30m
Lufthansa,LH 923,"Oslo, Norway","Barcelona, Spain",15:15,18:45,3h 30m
Ryanair,FR 691,"Oslo, Norway","Barcelona, Spain",18:15,21:45,3h 30m
EasyJet,U2 941,"Oslo, Norway","Barcelona, Spain",16:30,20:00,3h 30m
Lufthansa,LH 763,"Oslo, Norway","Madrid, Spain",16:45,20:15,3h 30m
EasyJet,U2 922,"Oslo, Norway","Madrid, Spain",07:45,11:15,3h 30m
Ryanair,FR 259,"Oslo, Norway","Madrid, Spain",19:45,23:15,3h 30m
EasyJet,U2 196,"Oslo, Norway","Madrid, Spain",07:45,11:15,3h 30m
Ryanair,FR 616,"Oslo, Norway","Lisbon, Portugal",15:30,18:30,3h 0m
Ryanair,FR 523,"Oslo, Norway","Lisbon, Portugal",20:15,23:15,3h 0m
EasyJet,U2 261,"Oslo, Norway","Lisbon, Portugal",15:00,18:00,3h 0m
KLM,KL 106,"Oslo, Norway","Lisbon, Portugal",18:15,21:15,3h 0m
British Airways,BA 360,"Oslo, Norway","Zurich, Switzerland",17:00,20:00,3h 0m
Ryanair,FR 790,"Oslo, Norway","Zurich, Switzerland",10:15,13:15,3h 0m
British Airways,BA 446,"Oslo, Norway","Zurich, Switzerland",13:15,16:15,3h 0m
Ryanair,FR 296,"Oslo, Norway","Zurich, Switzerland",17:30,20:30,3h 0m
British Airways,BA 896,"Oslo, Norway","Berlin, Germany",15:00,17:00,2h 0m
British Airways,BA 836,"Oslo, Norway","Berlin, Germany",09:45,11:45,2h 0m
KLM,KL 723,"Oslo, Norway","Berlin, Germany",17:45,19:45,2h 0m
Ryanair,FR 114,"Oslo, Norway","Berlin, Germany",06:45,08:45,2h 0m
KLM,KL 465,"Oslo, Norway","Munich, Germany",19:45,21:45,2h 0m
EasyJet,U2 799,"Oslo, Norway","Munich, Germany",21:30,23:30,2h 0m
Ryanair,FR 227,"Oslo, Norway","Munich, Germany",07:15,09:15,2h 0m
Ryanair,FR 360,"Oslo, Norway","Munich, Germany",07:00,09:00,2h 0m
KLM,KL 460,"Oslo, Norway","Paris, France",07:30,09:30,2h 0m
KLM,KL 246,"Oslo, Norway","Paris, France",20:15,22:15,2h 0m
KLM,KL 572,"Oslo, Norway","Paris, France",14:00,16:00,2h 0m
KLM,KL 261,"Oslo, Norway","Paris, France",22:30,00:30,2h 0m
EasyJet,U2 358,"Oslo, Norway","Istanbul, Turkey",11:30,13:00,1h 30m
Ryanair,FR 729,"Oslo, Norway","Istanbul, Turkey",15:45,17:15,1h 30m
KLM,KL 887,"Oslo, Norway","Istanbul, Turkey",09:00,10:30,1h 30m
KLM,KL 161,"Oslo, Norway","Istanbul, Turkey",10:15,11:45,1h 30m
KLM,KL 546,"Oslo, Norway","Athens, Greece",13:00,14:30,1h 30m
Ryanair,FR 209,"Oslo, Norway","Athens, Greece",13:45,15:15,1h 30m
KLM,KL 361,"Oslo, Norway","Athens, Greece",12:15,13:45,1h 30m
Lufthansa,LH 286,"Oslo, Norway","Athens, Greece",20:45,22:15,1h 30m
